,datetime,bid_open,bid_high,bid_low,bid_close,bid_volume,bid_average,bid_barCount,ask_open,ask_high,ask_low,ask_close,ask_volume,ask_average,ask_barCount
54000,2020-06-01 15:00:00+00:00,0.67874,0.67877,0.67865,0.67865,-1,-1.0,-1,0.67877,0.67878,0.67868,0.67868,-1,-1.0,-1
57600,2020-06-01 16:00:00+00:00,0.67849,0.67849,0.67845,0.67847,-1,-1.0,-1,0.6785,0.6785,0.67846,0.67848,-1,-1.0,-1
61200,2020-06-01 17:00:00+00:00,0.67832,0.67836,0.67831,0.67836,-1,-1.0,-1,0.67833,0.67839,0.67833,0.67839,-1,-1.0,-1
64800,2020-06-01 18:00:00+00:00,0.67893,0.67894,0.67893,0.67894,-1,-1.0,-1,0.67895,0.67895,0.67895,0.67895,-1,-1.0,-1
68400,2020-06-01 19:00:00+00:00,0.67996,0.67996,0.67993,0.67993,-1,-1.0,-1,0.67997,0.67997,0.67997,0.67997,-1,-1.0,-1
72000,2020-06-01 20:00:00+00:00,0.67993,0.67994,0.67983,0.67983,-1,-1.0,-1,0.67995,0.67995,0.67985,0.67985,-1,-1.0,-1
78300,2020-06-01 22:00:00+00:00,0.67999,0.68001,0.67999,0.67999,-1,-1.0,-1,0.68013,0.68013,0.68012,0.68013,-1,-1.0,-1
81900,2020-06-01 23:00:00+00:00,0.67926,0.67926,0.6792,0.6792,-1,-1.0,-1,0.67931,0.67931,0.67925,0.67926,-1,-1.0,-1
0,2020-06-02 00:00:00+00:00,0.67837,0.67849,0.67837,0.67845,-1,-1.0,-1,0.6784,0.6785,0.6784,0.67848,-1,-1.0,-1
3600,2020-06-02 01:00:00+00:00,0.6798,0.67987,0.6798,0.67986,-1,-1.0,-1,0.67983,0.67989,0.67983,0.67989,-1,-1.0,-1
7200,2020-06-02 02:00:00+00:00,0.67854,0.67855,0.67853,0.67854,-1,-1.0,-1,0.67856,0.67858,0.67855,0.67855,-1,-1.0,-1
10800,2020-06-02 03:00:00+00:00,0.67763,0.67763,0.6776,0.6776,-1,-1.0,-1,0.67764,0.67764,0.67763,0.67763,-1,-1.0,-1
14400,2020-06-02 04:00:00+00:00,0.67888,0.67889,0.67883,0.67883,-1,-1.0,-1,0.67893,0.67893,0.67886,0.67886,-1,-1.0,-1
18000,2020-06-02 05:00:00+00:00,0.67898,0.67899,0.67898,0.67898,-1,-1.0,-1,0.67901,0.67902,0.67901,0.67902,-1,-1.0,-1
21600,2020-06-02 06:00:00+00:00,0.68022,0.68023,0.68019,0.68019,-1,-1.0,-1,0.68024,0.68024,0.68023,0.68023,-1,-1.0,-1
25200,2020-06-02 07:00:00+00:00,0.6791,0.67919,0.67909,0.67919,-1,-1.0,-1,0.67911,0.6792,0.67911,0.6792,-1,-1.0,-1
28800,2020-06-02 08:00:00+00:00,0.68016,0.68017,0.68013,0.68013,-1,-1.0,-1,0.68018,0.68019,0.68015,0.68015,-1,-1.0,-1
32400,2020-06-02 09:00:00+00:00,0.68432,0.68432,0.6843,0.6843,-1,-1.0,-1,0.68433,0.68433,0.68431,0.68432,-1,-1.0,-1
36000,2020-06-02 10:00:00+00:00,0.68663,0.68663,0.68662,0.68662,-1,-1.0,-1,0.68666,0.68666,0.68666,0.68666,-1,-1.0,-1
39600,2020-06-02 11:00:00+00:00,0.68587,0.68588,0.68584,0.68587,-1,-1.0,-1,0.6859,0.6859,0.68586,0.6859,-1,-1.0,-1
43200,2020-06-02 12:00:00+00:00,0.68512,0.68514,0.68512,0.68512,-1,-1.0,-1,0.68515,0.68516,0.68515,0.68516,-1,-1.0,-1
